Name,Address,City,State,Zip Code,Phone,Facility Type,License Type,Capacity,Ages,Current Subsidy Provider
"Stay & Play Childcare, LLC",7770 Invicta Lane,NEW KENT,VA,23124,(804) 557-3799,Child Day Center,Two Year,99,1 month - 12 years 11 months,No
Step By Step Early Learning Center,120 Dillard Road,MADISON HEIGHTS,VA,24572,(434) 845-4747,Child Day Center,Two Year,124,1 month - 12 years 11 months,Yes
Stephenson Child Care & Dev Center Inc.,2876 Abingdon Heights Drive,HAYES,VA,23072,(804) 642-2174,Child Day Center,Provisional,100,1 month - 10 years 11 months,Yes
Steppin Stones Academy and Preschool Inc.,"665 Newtown Road
Suites 117-121",VIRGINIA BEACH,VA,23462,(757) 201-3099,Child Day Center,Two Year,110,1 month - 12 years 11 months,Yes
Stepping Stone Academy Too,10207 Melvin B. Alsbrooks Avenue,MC KENNEY,VA,23872,(804) 478-4007,Child Day Center,Two Year,40,5 years - 12 years 11 months,No
"Stepping Stone Academy, LLC",10210 Melvin B. Alsbrooks Avenue,MC KENNEY,VA,23872,(804) 478-4007,Child Day Center,Two Year,45,2 years 6 months - 12 years 11 months,Yes
Stepping Stone Preschool LLC,9827 Courthouse Road,SPOTSYLVANIA,VA,22553,(540) 898-7176,Child Day Center,Two Year,40,2 years 6 months - 5 years 11 months,No
Stepping Stones Academy,282 Westgate Mall Cir. Suite #106,PENNINGTON GAP,VA,24277,(276) 318-0529,Child Day Center,Two Year,30,12 months - 12 years 11 months,Yes
"Stepping Stones Child Development Center, LLC",795 Pilot House Drive,NEWPORT NEWS,VA,23606,(757) 706-3844,Child Day Center,Provisional,77,Birth - 12 years 11 months,Yes
"Stepping Stones Child Development Center, LLC","11006 Warwick Boulevard, #420",NEWPORT NEWS,VA,23601,(757) 595-9096,Child Day Center,Two Year,86,Birth - 12 years 11 months,Yes
"Stepping Stones Child Development Center, LLC",12946 Jefferson Avenue,NEWPORT NEWS,VA,23608,(757) 369-2528,Child Day Center,Two Year,70,Birth - 12 years 11 months,Yes
Stepping Stones Learning Academy,205 N. Maple Avenue,PURCELLVILLE,VA,20132,(540) 441-3136,Child Day Center,Conditional,125,1 month - 12 years 11 months,No
Stone Ridge Good Beginnings School,24194 Millstream Drive,ALDIE,VA,20105,(703) 327-4989,Child Day Center,Two Year,160,1 month - 12 years 11 months,No
Stone Ridge Montessori,25075 White Sands Drive,CHANTILLY,VA,20152,(703) 327-0884,Child Day Center,Two Year,158,1 month - 12 years 11 months,No
Stonehouse Elementary,3651 Rochambeau Road,WILLIAMSBURG,VA,23188,(757) 592-3466,Child Day Center,Two Year,"7:00am - 6:00pm, Monday - Friday",200,No
Stratford Preschool,P.O. Box 55407,VIRGINIA BEACH,VA,23471,(757) 460-0659,Child Day Center,Two Year,140,2 years 6 months - 6 years 11 months,No
Stuart Head Start Center,4559 Wayside Road,STUART,VA,24171,(276) 694-2239,Child Day Center,Two Year,36,1 month - 5 years 11 months,No
"Stuarts Draft Creative Wonders Learning Center, Inc.",2746 Stuarts Draft Highway,STUARTS DRAFT,VA,24477,(540) 337-9174,Child Day Center,Two Year,246,Birth - 12 years 11 months,Yes
Suffolk Christian Academy Extended Care,917 Carolina Road,SUFFOLK,VA,23434,(757) 809-6606,Child Day Center,Two Year,75,2 years 6 months - 12 years 11 months,No
Sugarland Learning Academy,83 Sugarland Run Drive,STERLING,VA,20164,(703) 444-0928,Child Day Center,Two Year,92,1 month - 12 years 11 months,Yes
Sugarland Learning Academy LLC 2,42981 Edwards Ferry Road,LEESBURG,VA,20176,(703) 678-1176,Child Day Center,Two Year,170,1 month - 12 years 11 months,No
Sullins Academy PreSchool and Children's Center,22218 Sullins Academy Drive,BRISTOL,VA,24202,(276) 669-4101,Child Day Center,Two Year,50,2 years 6 months - 12 years 11 months,No
Summerhill Daycare and Learning Center,2420 Webber Avenue,RICHMOND,VA,23224,(804) 232-4783,Child Day Center,Two Year,70,Birth - 12 years 11 months,Yes
Summerhill North Learning Center,1907 Monteiro Avenue,RICHMOND,VA,23222,(804) 228-3680,Child Day Center,Two Year,62,2 years - 12 years 11 months,Yes
Sunnybrook Day School,3380 Edinburgh Drive,VIRGINIA BEACH,VA,23452,(757) 340-2266,Child Day Center,Two Year,200,2 years - 8 years,No
"Sunrise Learning Center, Inc.",400 High Street,FARMVILLE,VA,23901,(434) 395-0140,Child Day Center,Two Year,60,2 years 6 months - 8 years 11 months,No
Sunset Hills Montessori School,11180 Ridge Heights Road,RESTON,VA,20191,(703) 476-7477,Child Day Center,Two Year,225,1 year 6 months - 12 years 11 months,No
Sunshine Faces,2042 Nickerson Boulevard,HAMPTON,VA,23663,(757) 224-3852,Child Day Center,Two Year,32,1 month - 5 years 11 months,Yes
Sunshine Smiles Child Learning Center,202 Clark Street,FARMVILLE,VA,23901,(434) 392-3200,Child Day Center,Two Year,36,1 year 4 months - 12 years 11 months,Yes
Sydenstricker School,7001 Sydenstricker Road,SPRINGFIELD,VA,22152,(703) 451-4141,Child Day Center,Two Year,70,2 years 6 months - 10 years 11 months,No
Sydnor Jennings Head Start Center,1011 Sydnor Jennings Road,NATHALIE,VA,24577,(434) 349-2010,Child Day Center,Two Year,20,2 years 10 months - 5 years 11 months,No
T.C. Walker Head Start,6099 T.C. Walker Road,GLOUCESTER,VA,23061,(804) 693-3934,Child Day Center,Two Year,80,3 years - 5 years 11 months,No
TCCA Head Start Center- Riverdale,1176 Huell Matthews Highway,SOUTH BOSTON,VA,24592,(434) 575-7916,Child Day Center,Two Year,82,2 years 10 months - 5 years 11 months,No
"TLC Childcare, LLC",614 Goodson Street,BRISTOL,VA,24201,(276) 644-4771,Child Day Center,Two Year,44,1 month - 12 years 11 months,Yes
TLC Daycare Center,32 Weems Lane,WINCHESTER,VA,22601,(540) 662-5399,Child Day Center,Two Year,48,1 year 4 months - 12 years 11 months,Yes
TLC4Kids Children's Center,1603 North Washington Plaza,RESTON,VA,20190,(703) 787-0560,Child Day Center,Two Year,61,2 months - 12 years 11 months,Yes
Tall Oaks Montessori School,703 Tall Oaks Drive,BLACKSBURG,VA,24060,(540) 951-0034,Child Day Center,Two Year,75,1 year 6 months - 12 years 11 months,No
"Tauxemont Cooperative Preschool, Inc.",7719 Fort Hunt Road,ALEXANDRIA,VA,22308,(703) 765-9266,Child Day Center,Two Year,30,2 years 6 months - 6 years 11 months,No
Tazewell Early Head Start Center,1379 Tazewell Avenue,NORTH TAZEWELL,VA,24630,(276) 988-5583,Child Day Center,Two Year,8,1 year 4 months - 3 years 11 months,No
Tazewell Head Start Center,374 Carline Avenue,TAZEWELL,VA,24651,(276) 988-9618,Child Day Center,Two Year,60,2 years 6 months - 5 years 11 months,No
Teaching Young Hearts Child Development Center,4900 Oakleys Lane,HENRICO,VA,23231,(804) 222-1640,Child Day Center,Two Year,135,6 months - 12 years 11 months,Yes
Teddy Bear Day Care - Merton Court,5708 Merton Court,ALEXANDRIA,VA,22311,(703) 671-7382,Child Day Center,Two Year,53,1 year 4 months - 10 years 11 months,Yes
Teddy Bear Day Care and Preschool-Reynolds Street,375 S. Reynolds Street,ALEXANDRIA,VA,22304,(703) 370-5777,Child Day Center,Two Year,64,1 year 4 months - 10 years 11 months,Yes
Teddy Bear Day Care at University Mall,"10615 Braddock Road
Suite 100",FAIRFAX,VA,22032,(703) 352-3188,Child Day Center,Two Year,109,1 month - 10 years 11 months,No
Tee Care 4 U Academy LLC,6027-6029 Nine Mile Road,RICHMOND,VA,23223,(804) 326-0129,Child Day Center,Two Year,148,Birth - 12 years 11 months,Yes
Tee Spot Reaching Higher Heights LLC,704 Fort Collier Road,WINCHESTER,VA,22601,(540) 431-5169,Child Day Center,Provisional,50,1 month - 12 years 11 months,Yes
Temple Rodef Shalom Nursery School,2100 Westmoreland Street,FALLS CHURCH,VA,22043,(703) 532-2227,Child Day Center,Two Year,165,1 year 8 months - 6 years 11 months,No
Tender Care Children's Center,1222 Sycamore Drive,TAPPAHANNOCK,VA,22560,(804) 443-3852,Child Day Center,Two Year,82,Birth - 12 years 11 months,Yes
Tender Care Children's Center-West,17272 Kings Highway,MONTROSS,VA,22520,(804) 493-3043,Child Day Center,Two Year,44,Birth - 12 years 11 months,Yes
Tender Loving - Building One,108 West 35th Street,NORFOLK,VA,23504,(757) 351-0660,Child Day Center,Two Year,26,Birth - 3 years 11 months,Yes
Tender Loving - Building Two,103 West 35th Street,NORFOLK,VA,23504,(757) 622-1502,Child Day Center,Two Year,78,1 year 5 months - 12 years 11 months,Yes
Texie Camp Marks Children's Center,700 Campbell Ave.,FRANKLIN,VA,23851,(757) 562-6806,Child Day Center,Two Year,99,1 month - 12 years 11 months,Yes
Thalia Day School,4321 Virginia Beach Boulevard,VIRGINIA BEACH,VA,23452,(757) 648-1150,Child Day Center,Two Year,102,1 month - 12 years 11 months,No
The A.R.T.S. Community Center at Rockwood Square,10179 Hull Street Road,MIDLOTHIAN,VA,23112,(804) 658-2614,Child Day Center,Two Year,70,2 years - 12 years 11 months,No
The Academy of Learning L.L.C.,"5329 East Virginia Beach Boulevard
A & B",NORFOLK,VA,23502,(757) 578-2231,Child Day Center,Two Year,44,2 years - 12 years,No
The Adventure Club - Kipps,2801 Price's Fork Road,BLACKSBURG,VA,24060,(540) 382-3783,Child Day Center,Two Year,75,5 years - 12 years 11 months,Yes
The Adventure Club -Auburn,1760 Auburn School Drive,RINER,VA,24149,(540) 382-3783,Child Day Center,Two Year,125,5 years - 12 years 11 months,Yes
The Adventure Club @ Scattergood Drive,77 Scattergood Drive,CHRISTIANSBURG,VA,24073,(540) 382-3783,Child Day Center,Two Year,125,4 years - 12 years 11 months,Yes
The Adventure Club at Christiansburg Primary,240 Betty Lane,CHRISTIANSBURG,VA,24073,(540) 382-3783,Child Day Center,Two Year,125,5 years - 12 years 11 months,Yes
The Adventure Club at Hillsville,90 Patriot Lane,HILLSVILLE,VA,24343,No phone number available,Child Day Center,Conditional,40,4 years - 12 years 11 months,Yes
The Adventure Club of Falling Branch,735 Falling Branch Road,CHRISTIANSBURG,VA,24073,(540) 382-3783,Child Day Center,Two Year,100,5 years - 12 years 11 months,Yes
The Alexander School of Early Learning,8903 Courthouse Road,SPOTSYLVANIA,VA,22553,(540) 582-8005,Child Day Center,Two Year,150,1 month - 12 years 11 months,Yes
The Carmel School,9020 Jericho Rd.,RUTHER GLEN,VA,22546,(804) 448-3288,Child Day Center,Two Year,40,3 years - 12 years 11 months,No
The Cedarhouse School,2301 Colony Crossing Place,MIDLOTHIAN,VA,23112,(804) 639-8078,Child Day Center,Two Year,228,1 month - 12 years 11 months,No
The Cherub School,3263 Old Church Road,MECHANICSVILLE,VA,23111,(804) 779-7874,Child Day Center,Two Year,48,2 years 6 months - 5 years 11 months,No
The Child & Family Network Centers - Chirilagua Site,3918 A Bruce Street #101,ALEXANDRIA,VA,22305,(703) 836-0214,Child Day Center,Two Year,15,3 years 6 months - 5 years 11 months,No
The Child and Family Network Centers - 3801 Mt. Vernon,3801 Mt Vernon Ave.,ALEXANDRIA,VA,22305,(703) 836-0214,Child Day Center,Two Year,16,3 years - 5 years 11 months,Yes
The Child and Family Network Centers - Cora Kelly,25 West Reed Avenue,ALEXANDRIA,VA,22305,(703) 836-0214,Child Day Center,Provisional,18,3 years - 6 years 11 months,Yes
The Child and Family Network Centers - South Whiting Site,"101 S. Whiting Street
Suite 216 A & B",ALEXANDRIA,VA,22304,(703) 836-0214 (235),Child Day Center,Two Year,40,3 years 6 months - 5 years 11 months,Yes
The Child and Family Network Centers - Wheeler,3700 Wheeler Avenue,ALEXANDRIA,VA,22304,(703) 836-0214,Child Day Center,Two Year,38,3 years - 5 years 11 months,Yes
The Children's Center @ Booker T. Elementary,204 Walnut Street,SUFFOLK,VA,23434,(757) 356-1015,Child Day Center,Conditional,20,3 years - 5 years,No
The Children's Center @ Executive,300 Executive Court,SUFFOLK,VA,23434,(757) 538-2523,Child Day Center,Two Year,146,1 month - 9 years 11 months,Yes
The Children's Center @ Pruden,4169 Pruden Blvd.,SUFFOLK,VA,23434,(757) 538-3513,Child Day Center,Two Year,24,1 month - 3 years 11 months,No
The Children's Center @ Windsor Elementary,20008 Courthouse Highway,WINDSOR,VA,23487,(757) 242-4193,Child Day Center,Conditional,17,3 years - 5 years 11 months,No
The Children's Center Courtland Head Start,22015 Aurora Street,COURTLAND,VA,23837,(757) 653-9792,Child Day Center,Two Year,120,1 month - 12 years 11 months,No
The Children's Center Early Head Start,507 West Third Avenue,FRANKLIN,VA,23851,(757) 516-2722,Child Day Center,Two Year,26,1 month - 5 years 11 months,No
The Children's Center Smithfield Head Start,236 Washington Street,SMITHFIELD,VA,23430,(757) 357-7177,Child Day Center,Two Year,35,3 years - 5 years 11 months,No
The Children's Center Suffolk Head Start,860 Davis Boulevard,SUFFOLK,VA,23434,(757) 809-5557,Child Day Center,Two Year,200,2 years - 5 years 11 months,No
The Children's Center at James River,5039 Boonsboro Road,LYNCHBURG,VA,24503,(434) 384-7385,Child Day Center,Two Year,75,5 years - 12 years 11 months,No
The Children's Center at Smithfield,240 James Street,SMITHFIELD,VA,23430,(757) 356-1004,Child Day Center,Two Year,25,1 month - 6 years 11 months,No
The Children's Garden Primary School,2100 North Main Street,BLACKSBURG,VA,24060,(540) 953-1931,Child Day Center,Two Year,45,2 years 6 months - 12 years 11 months,No
The Children's House of Old Town,38 Chatham Heights Road,STAFFORD,VA,22405,(540) 373-0093,Child Day Center,Two Year,30,3 years - 6 years 11 months,No
The Children's Learning Laboratory,19700 Helix Drive,ASHBURN,VA,20147,(571) 209-4025,Child Day Center,Two Year,65,1 month - 12 years 11 months,No
The Children's Nest Daycare Center,1155 Draper Road,BLACKSBURG,VA,24060,(540) 953-3945,Child Day Center,Two Year,122,1 month - 12 years 11 months,Yes
The Children's School,"4420 N. Fairfax Drive
Suite 202",ARLINGTON,VA,22203,(703) 462-5180,Child Day Center,Two Year,200,2 months - 7 years 11 months,No
"The Circle Preschool Program - Greater Richmond SCAN, Inc.","1205 West Franklin Street, Suite A",RICHMOND,VA,23220,(804) 257-7226 (116),Child Day Center,Two Year,10,3 years - 6 years 11 months,Yes
The Compass School of Ashburn,44128 Navajo Drive,ASHBURN,VA,20147,(571) 223-1900,Child Day Center,Two Year,200,1 month - 12 years 11 months,No
"The Compass School of Manassas, Inc.",9811 Godwin Drive,MANASSAS,VA,20110-4156,(703) 331-1303,Child Day Center,Two Year,248,1 month - 12 years 11 months,No
The Country Mouse School,202 South Main Street,LAWRENCEVILLE,VA,23868,(434) 848-4279,Child Day Center,Two Year,24,2 years 6 months - 5 years 11 months,No
The Covenant School - Covenant Club,1000 Birdwood Road,CHARLOTTESVILLE,VA,22903,(434) 220-7319,Child Day Center,Two Year,100,4 years - 12 years 11 months,No
The Curious Minds Montessori School,24963 Ashgarten Drive,CHANTILLY,VA,20152,(703) 722-1428,Child Day Center,Two Year,80,3 months - 12 years 11 months,No
The Day School at New Highland Baptist Church,9200 New Ashcake Road,MECHANICSVILLE,VA,23116,(804) 550-1557,Child Day Center,Two Year,90,2 years 6 months - 5 years 11 months,No
The Del Ray Montessori School,100 & 108 E. Windsor Avenue,ALEXANDRIA,VA,22301,(703) 380-1241,Child Day Center,Two Year,105,1 year 6 months - 12 years 11 months,No
The Eastern Ridge School,9201 Vernon Drive,GREAT FALLS,VA,22066,(703) 757-7900,Child Day Center,Two Year,26,1 year 4 months - 10 years 11 months,No
The Fairfax Christian School,22870 Pacific Boulevard,DULLES,VA,20166,(703) 759-5100,Child Day Center,Two Year,57,3 years - 12 years 11 months,No
The Flagstone School,721 N. Columbus Street,ALEXANDRIA,VA,22314,(703) 683-7114,Child Day Center,Two Year,87,2 months - 6 years 11 months,Yes
"The Frost Montessori School of Albemarle, Inc.",1553 Delphi Drive,CHARLOTTESVILLE,VA,22911,(434) 979-5223,Child Day Center,Two Year,99,1 year 10 months - 6 years 11 months,No
The Garden Schoolhouse,4836 Cascade Street,N. CHESTERFIELD,VA,23234,(804) 774-9414,Child Day Center,Two Year,18,2 years - 12 years 11 months,No
The Garden of Children,4 Hoopes Road,NEWPORT NEWS,VA,23602,(757) 877-7251,Child Day Center,Two Year,164,1 month - 12 years 11 months,Yes
The Gardner School of Herndon,2655 West Ox Road,HERNDON,VA,20171,(703) 657-6939,Child Day Center,Provisional,206,1 month - 5 years 11 months,No
"The Gingerbread Cottage Preschool, Inc. - Staples Mill",9675 Staples Mill Road,GLEN ALLEN,VA,23060,(804) 755-1667,Child Day Center,Two Year,75,2 years - 5 years 11 months,No
The Goddard Preschool - Krause Road,10211 Krause Road,CHESTERFIELD,VA,23832,(804) 717-8400,Child Day Center,Two Year,313,1 month - 12 years 11 months,Yes
The Goddard School,409 Hampton Highway,YORKTOWN,VA,23693,(757) 867-7078,Child Day Center,Two Year,144,1 month - 7 years 11 months,No
The Goddard School,5490 Staples Mill Road,WOODBRIDGE,VA,22193,(703) 583-1966,Child Day Center,Two Year,138,1 month - 12 years 11 months,No
The Goddard School,4280 Casey Boulevard,WILLIAMSBURG,VA,23188,(757) 220-1740,Child Day Center,Two Year,157,1 month - 10 years 11 months,No
The Goddard School,12405 Cape Cod Court,LAKE RIDGE,VA,22192,(703) 490-8553,Child Day Center,Two Year,136,1 month - 12 years 11 months,No
The Goddard School,7801 Heritage Village Plaza,GAINESVILLE,VA,20155,No phone number available,Child Day Center,Two Year,166,1 month - 8 years 11 months,No
The Goddard School,301 Highpointe Boulevard,STAFFORD,VA,22554,(540) 288-1515,Child Day Center,Two Year,136,1 month - 9 years 11 months,Yes
The Goddard School,10060 Southpoint Parkway,FREDERICKSBURG,VA,22407,(540) 684-3790,Child Day Center,Two Year,138,1 month - 6 years 11 months,No
The Goddard School,2572 Virginia Beach Boulevard,VIRGINIA BEACH,VA,23452,(757) 631-2062,Child Day Center,Two Year,140,1 month - 10 years 11 months,No
The Goddard School,10405 Dumfries Road,MANASSAS,VA,20110,(703) 420-7333,Child Day Center,Conditional,158,1 month - 12 years 11 months,No
The Goddard School,2400 Dulles Town Blvd.,HERNDON,VA,20171,(703) 653-0337,Child Day Center,Two Year,144,1 month - 12 years 11 months,No
The Goddard School,42885 Orchard Oriole Drive,ASHBURN,VA,20147,(703) 723-8434,Child Day Center,Two Year,184,1 month - 10 years 11 months,No
The Goddard School (Chesapeake),300 Cedar Lane,CHESAPEAKE,VA,23322,(757) 547-2700,Child Day Center,Two Year,138,1 month - 10 years 11 months,No
The Goddard School (East Gate),43655 Tall Cedars Parkway,CHANTILLY,VA,20152,(703) 542-8474,Child Day Center,Two Year,200,1 month - 12 years 11 months,No
The Goddard School (Hanover Co),7503 Old Hickory Drive,MECHANICSVILLE,VA,23111,(804) 746-2922,Child Day Center,Two Year,254,1 month - 12 years 11 months,Yes
The Goddard School - Chantilly,5001 Westone Plaza,CHANTILLY,VA,20151,(703) 378-4088,Child Day Center,Two Year,254,1 month - 12 years 11 months,No
The Goddard School - Nuckols,11393 Nuckols Road,GLEN ALLEN,VA,23059,(804) 270-0901,Child Day Center,Two Year,272,1 month - 12 years 11 months,No
The Goddard School - Vienna,"8618 Westwood Center Drive
Suite 100",VIENNA,VA,22182,(571) 732-0200,Child Day Center,Two Year,158,1 month - 8 years 11 months,No
The Goddard School @ Woodlake,6543 Woodlake Village Circle,MIDLOTHIAN,VA,23112,(804) 739-8081,Child Day Center,Two Year,172,1 month - 12 years 11 months,No
The Goddard School at Robious Station,2331 2361 Robious Station Circle,MIDLOTHIAN,VA,23113,(804) 897-1917,Child Day Center,Two Year,215,1 month - 12 years 11 months,No
The Goddard School at Short Pump,12400 Three Chopt Road,HENRICO,VA,23233,(804) 360-8282,Child Day Center,Two Year,180,1 month - 6 years 11 months,No
The Goddard School of Ashland,9431 Atlee Commerce Boulevard,ASHLAND,VA,23005,(804) 550-0092,Child Day Center,Two Year,235,1 month - 12 years 11 months,No
The Goddard School-Walton Park,130 Walton Park Lane,MIDLOTHIAN,VA,23114,(804) 594-3525,Child Day Center,Two Year,191,1 month - 12 years 11 months,No
"The Greenhouse Day Care Center, Inc.",23000 Cox Road,NORTH DINWIDDIE,VA,23803,(804) 733-0291,Child Day Center,Two Year,175,2 years - 12 years 11 months,Yes
The Growing Patch,341 Sunnyside Plaza Drive,WINCHESTER,VA,22603,(540) 773-3466,Child Day Center,Provisional,46,1 month - 10 years 11 months,Yes
The Growing Tree Learning Center,762 & 764 S. Main Street,WOODSTOCK,VA,22664,(540) 459-3436,Child Day Center,Two Year,40,3 years - 11 years 11 months,No
The Harvest Corner: Child Kare Center and Guidance Services,1333 Industrial Avenue,DANVILLE,VA,24541,(434) 799-3355,Child Day Center,Two Year,27,2 years - 12 years 11 months,Yes
The Hill School - After School Care,130 S. Madison Street,MIDDLEBURG,VA,20117,(540) 687-5897,Child Day Center,Two Year,50,4 years - 12 years 11 months,No
The Imagination Station,11 Taylor Avenue,PEARISBURG,VA,24134,(540) 921-4191,Child Day Center,Two Year,97,1 month - 12 years 11 months,Yes
The Improvement Assoc. Early Childhood Learning & Workforce Ctr.,120 Coppahaunk Avenue,WAVERLY,VA,23890,(804) 834-3522,Child Day Center,Two Year,54,3 years - 5 years 11 months,No
The Improvement Association,100 College View Drive,LAWRENCEVILLE,VA,23868,(434) 848-3040,Child Day Center,Two Year,75,2 months - 12 years 11 months,Yes
The Improvement Association - Greensville,1101 Sussex Drive,EMPORIA,VA,23847,(434) 336-0907,Child Day Center,Two Year,20,3 years - 5 years 11 months,No
The Improvement Association - Totaro Elementary,19350 Christianna Highway,LAWRENCEVILLE,VA,23868,(804) 848-3209 (4612),Child Day Center,Two Year,18,3 years - 5 years 11 months,No
The Improvement Association Child Development Center,490 Liberty Street,EMPORIA,VA,23847,(434) 634-2490,Child Day Center,Two Year,20,3 years - 5 years 11 months,No
The Improvement Association Dinwiddie Head Start,10305 Boydton Plank Road,DINWIDDIE,VA,23841,(804) 469-4495,Child Day Center,Two Year,72,3 years - 5 years 11 months,No
The Improvement Association Head Start - Meherrin-Powellton,11555 Dry Bread Road,LAWRENCEVILLE,VA,23868,(434) 577-5010,Child Day Center,Two Year,19,3 years - 5 years 11 months,No
The Improvement Association Head Start - Red Oak Sturgeon,4081 Flat Rock Road,ALBERTA,VA,23821,(434) 949-7820,Child Day Center,Two Year,20,3 years - 5 years 11 months,No
The Improvement Association Head Start Surry,1600 Hollybush Road,DENDRON,VA,23839,(757) 267-2558,Child Day Center,Two Year,17,3 years - 5 years 11 months,No
The Improvement Association Sussex Child Development Center,21392 Sussex Drive,SUSSEX,VA,23884,(434) 246-8960,Child Day Center,Two Year,20,3 years - 5 years 12 months,No
The International School of Charlottesville,830 Monticello Avenue,CHARLOTTESVILLE,VA,22902,(434) 984-2174,Child Day Center,Two Year,99,2 years - 12 years 11 months,No
The International School of Charlottesville,750 Hinton Avenue,CHARLOTTESVILLE,VA,22902,(434) 984-2174,Child Day Center,Two Year,48,3 years - 12 years 11 months,No
The Ivy Preparatory School,1441 Wiehle Avenue,RESTON,VA,20190,(703) 537-8261,Child Day Center,Two Year,25,1 month - 5 years 11 months,No
The Kensington School - Toano,8300 Richmond Road,TOANO,VA,23168,(757) 645-2047,Child Day Center,Two Year,70,1 month - 10 years 11 months,No
"The Kensington School, LLC",3435 John Tyler Highway,WILLIAMSBURG,VA,23185,(757) 645-2047,Child Day Center,Two Year,253,1 month - 11 years 11 months,No
The Lake of the Woods Church Child Care Center,1 Church Lane,LOCUST GROVE,VA,22508,(540) 972-2349,Child Day Center,Two Year,120,2 years 11 months - 12 years 11 months,Yes
The Langley School,1411 Balls Hill Road,MC LEAN,VA,22101,(703) 356-1920,Child Day Center,Two Year,455,1 month - 12 years 11 months,No
The Learning Connection Child Development Center,7172 Pole Green Road,MECHANICSVILLE,VA,23116,(804) 559-1005,Child Day Center,Two Year,279,1 month - 12 years 11 months,No
The Learning Den,"204 Lynchburg Avenue, Suite B",BROOKNEAL,VA,24528,(434) 376-1225,Child Day Center,Two Year,22,2 years 6 months - 12 years 11 months,Yes
The Learning Experience,8120 Ashton Avenue,MANASSAS,VA,20109,(703) 257-7900,Child Day Center,Two Year,166,1 month - 12 years 11 months,Yes
The Learning Experience,12631 Smoketown Road,WOODBRIDGE,VA,22192,(703) 590-4740,Child Day Center,Two Year,167,1 month - 12 years 11 months,Yes
The Learning Experience,4150 Pleasant Valley Road,CHANTILLY,VA,20151,(703) 378-7391,Child Day Center,Two Year,189,1 month - 12 years 11 months,Yes
The Learning Experience - Glen Allen,4683 Pouncey Tract Road,GLEN ALLEN,VA,23059,(804) 360-4226,Child Day Center,Two Year,260,1 month - 12 years 11 months,No
The Learning Experience - Park Central,8710 Park Central Drive,RICHMOND,VA,23227,(804) 264-3054,Child Day Center,Two Year,185,Birth - 12 years 11 months,Yes
The Learning Playhouse,208 North Providence Road,N. CHESTERFIELD,VA,23235,(804) 560-7808,Child Day Center,Two Year,272,2 years - 12 years 11 months,No
The Learning Village School,47722 Saulty Drive,STERLING,VA,20165,(703) 404-4200,Child Day Center,Conditional,190,1 year 6 months - 12 years 11 months,No
The Little Academy,4721 Plank Road,FREDERICKSBURG,VA,22407,(540) 785-3437,Child Day Center,Two Year,53,2 years - 6 years 11 months,No
The Little Gym of Chesapeake,"237 Hanbury Road East
#27",CHESAPEAKE,VA,23322,(757) 546-1001,Child Day Center,Two Year,49,2 years 6 months - 10 years 11 months,No
The Little Gym of Virginia Beach,"3312 Princess Anne Road
Suite # 825",VIRGINIA BEACH,VA,23456,(757) 368-6600,Child Day Center,Two Year,49,2 years 6 months - 10 years 11 months,No
The Madame Curie School of Science & Technology,43250 Stonewall Pond Street,CHANTILLY,VA,20152,(703) 542-6600,Child Day Center,Two Year,75,1 year 4 months - 12 years 11 months,No
The Madame Curie School of Science & Technology,"13505 Dulles Technology Drive
Suite 1",HERNDON,VA,20171,(703) 793-1658,Child Day Center,Two Year,79,2 years - 12 years 11 months,No
The Mayapple School,404 Mt. Tabor Road,BLACKSBURG,VA,24060,(540) 552-0284,Child Day Center,Two Year,25,2 years - 6 years 11 months,No
The Merit School of Arlington (#69),"2201 North Pershing Drive
Suite K",ARLINGTON,VA,22201,(571) 257-7660,Child Day Center,Two Year,133,1 month - 12 years 11 months,No
The Merit School of Broadlands (#71),43190 Broadlands Center Plaza,ASHBURN,VA,20148,(703) 729-6000,Child Day Center,Two Year,208,Birth - 12 years 11 months,Yes
The Merit School of Clarendon (#76),2311 Wilson Blvd #112,ARLINGTON,VA,22201,(703) 566-5075,Child Day Center,Two Year,103,1 month - 12 years 11 months,No
The Merit School of Gainesville (#37),7101 Heritage Village Plaza,GAINESVILLE,VA,20155-3066,(703) 754-2283,Child Day Center,Two Year,210,Birth - 12 years 11 months,Yes
The Merit School of Garrisonville (#3),664 Garrisonville Road,STAFFORD,VA,22554,(540) 659-5290,Child Day Center,Two Year,120,2 years 6 months - 6 years 11 months,Yes
The Merit School of Leeland Station (#31),115 Primmer House Road,FREDERICKSBURG,VA,22405,(571) 565-3191,Child Day Center,Two Year,184,Birth - 12 years 11 months,Yes
The Merit School of Leesburg (#46),"3 Greenway Drive, S.W.",LEESBURG,VA,20175,(703) 771-9656,Child Day Center,Two Year,123,1 month - 12 years 11 months,Yes
The Merit School of Manassas,8485 Plantation Lane,MANASSAS,VA,20110,(703) 369-7942,Child Day Center,Two Year,341,Birth - 12 years 11 months,Yes
The Merit School of Manassas Park,9481 Manassas Drive,MANASSAS,VA,20111,(703) 396-7100,Child Day Center,Two Year,233,Birth - 12 years 11 months,Yes
The Merit School of Old Town Manassas,8757 Signal Hill Drive,MANASSAS,VA,20110-5835,(703) 361-5113,Child Day Center,Two Year,142,Birth - 12 years 11 months,Yes
